subject,window_id,window_start_sec,window_duration_sec,label,Mean_RR,Mean_HR,SDNN,RMSSD,pNN50,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,Resp_Rate_Mean,Resp_Rate_Std,Resp_Amplitude_Std,Temp_Mean,Temp_Std,Temp_Min,Temp_Max,ACC_Magnitude_Mean,ACC_Magnitude_Std,ACC_Magnitude_Max,stress_target,Actual_Label,Predicted_Target,Predicted_Label,Stress_Probability,Prediction_Confidence,Prediction_Status,Model_Used
S5,385,5775.0,30,4,0.9655238095238096,62.14243440520813,0.0560909753301558,0.0359988661952975,13.79310344827586,33.0,0.0113583289430378,0.023698554422379,13.28478712940084,1.4647228258702545,3.298219169475644,34.81505584716797,0.0219899658113718,34.74462890625,34.841583251953125,0.9280975560583496,0.0030004865947622,0.9406726576047096,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S11,16,240.0,30,1,0.8247619047619047,72.74826789838338,0.0716266640905909,0.0579705363989243,28.57142857142857,25.0,0.0144102800863678,0.0173510305040978,12.305572376880908,2.6209918211696004,2.445991851438757,34.015098571777344,0.0297659430652856,33.953948974609375,34.068115234375,0.9095398035368544,0.004286273031117,0.930147851392365,0,Not Target,0,Not Target,0.1,90.0,Correct,Extra Trees
S10,32,480.0,30,1,0.6008454810495627,99.85928477849482,0.0646786393779368,0.0147065976216609,0.0,42.0,0.0199875477346736,0.0018865605720495,16.667566555375906,1.672975132048394,3.3524897074920297,34.425235748291016,0.0309104640036821,34.344390869140625,34.509765625,0.916775568038084,0.0096774623188938,0.9677682721882606,0,Not Target,0,Not Target,0.17333333333333334,82.66666666666667,Correct,Extra Trees
S5,269,4035.0,30,2,0.7058503401360544,85.00385505011565,0.0289569968725265,0.0124239848960333,0.0,5.0,0.3247861878220661,0.1573384956114381,13.561665797871136,3.682654774827223,5.345107182558545,34.5071907043457,0.0387981943786144,34.427032470703125,34.561859130859375,0.9183591683505667,0.0077720256311213,0.9421162924584144,1,Target,1,Target,0.9866666666666667,98.66666666666667,Correct,Extra Trees
S11,284,4260.0,30,3,0.7507692307692307,79.91803278688525,0.0861261072718173,0.0482057218793777,23.684210526315788,31.0,0.010534978964048,0.0070346377826496,12.566334353911556,4.918804420810756,4.747286528784937,34.98017501831055,0.0345076136291027,34.892425537109375,35.023529052734375,0.9241714424438632,0.0091439334528099,0.9916045299680664,0,Not Target,0,Not Target,0.22666666666666666,77.33333333333333,Correct,Extra Trees
S7,120,1800.0,30,3,0.9857619047619048,60.866624800734265,0.064550067670132,0.0647259148524257,48.27586206896552,32.0,0.0213749269016521,0.0138715059816139,18.46345634449136,1.2472853940962332,2.2953467087188737,34.43509292602539,0.0176732465624809,34.3780517578125,34.4576416015625,0.9260955206219385,0.0050007242227781,0.9503263383067316,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S3,351,5265.0,30,3,1.0596938775510203,56.62012518054888,0.1463273528821256,0.1240266716006261,74.07407407407408,28.0,0.0199851119329594,0.0092117219971912,16.231933036652165,1.1997789186910468,2.764951733259584,33.13832473754883,0.0259107984602451,33.0889892578125,33.18829345703125,0.908991246951463,0.0154960120459942,0.950261245531334,0,Not Target,0,Not Target,0.013333333333333334,98.66666666666667,Correct,Extra Trees
S5,389,5835.0,30,4,0.9299078341013824,64.52252341543189,0.0422141213176574,0.0261627558930317,6.666666666666667,26.0,0.0137710399171991,0.0239745346954802,13.28478712940084,1.4647228258702545,3.383706446975556,34.813819885253906,0.0277182832360267,34.73541259765625,34.853912353515625,0.9279000576276396,0.0031858061669014,0.9385079609715464,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S2,188,2820.0,30,2,0.8088888888888889,74.17582417582418,0.0465899689038524,0.0403858936779077,31.428571428571427,5.0,0.0350209018850888,0.034037163597791,19.66111721120956,4.724202720449768,2.394659367949229,31.120399475097656,0.0152201503515243,31.101806640625,31.169342041015625,0.92966590655439,0.0064686504722586,0.9538188801925148,1,Target,1,Target,0.9666666666666667,96.66666666666667,Correct,Extra Trees
S10,43,645.0,30,1,0.573736263736264,104.57766711357974,0.0246384887877524,0.0103635399929017,0.0,46.0,0.0197276656258569,0.006187915477558,16.45992616466486,3.888888417844041,2.707158122643769,34.32417678833008,0.0469100102782249,34.2313232421875,34.396392822265625,0.9172646205717604,0.0078966558392141,0.9417477399047464,0,Not Target,0,Not Target,0.24,76.0,Correct,Extra Trees
S16,337,5055.0,30,4,0.7726315789473684,77.6566757493188,0.0730325893570479,0.048099570379698,27.027027027027028,50.0,0.0188449892813778,0.0089241450180006,14.295306217931554,4.861400759949733,2.3251153916197573,34.460872650146484,0.037772249430418,34.4010009765625,34.5465087890625,0.9291818501772257,0.0047101336734613,0.9574505306380487,0,Not Target,0,Not Target,0.13333333333333333,86.66666666666667,Correct,Extra Trees
S17,64,960.0,30,1,0.9566359447004608,62.71978418998988,0.1019487322051846,0.1263296626824807,76.66666666666667,43.0,0.0096149334843273,0.0058404176717736,16.21915492780434,1.548711821893517,2.2817312663551377,33.65004348754883,0.0228232704102993,33.59588623046875,33.680694580078125,0.9814965632585304,0.0038458496593553,0.9971258132422824,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S13,236,3540.0,30,2,0.5907714285714286,101.56212216472407,0.0442176755625312,0.0169719370500341,2.0408163265306123,8.0,0.089221121788653,0.0312344298817404,14.954214230703952,4.57481659120136,7.860614549567218,34.65436172485352,0.0849251523613929,34.48675537109375,34.76617431640625,0.9212105257663936,0.0211038723752892,1.0370724364195198,1,Target,1,Target,0.9666666666666667,96.66666666666667,Correct,Extra Trees
S16,49,735.0,30,1,0.873030303030303,68.72613675807011,0.0827491272348678,0.0598813665610972,37.5,39.0,0.0195602931821091,0.0026469181378983,16.13398403049324,1.93210855038381,2.994248402088666,33.86981201171875,0.0243383347988128,33.811126708984375,33.89923095703125,0.9148342250973082,0.005128486812417,0.9396692790225264,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S14,160,2400.0,30,2,0.4808430913348946,124.78082992402103,0.0359992224492563,0.0127442130391167,0.0,36.0,0.0147513834515468,0.0159913894416492,11.848454402885045,4.235835486335231,8.069950831440423,34.27383804321289,0.0247672069817781,34.20538330078125,34.301605224609375,0.932520224825469,0.0198688147078462,1.0447120192146109,1,Target,1,Target,0.9733333333333334,97.33333333333334,Correct,Extra Trees
S10,168,2520.0,30,4,0.8090079365079367,74.16490901064402,0.1064479886105674,0.0614494506519199,37.142857142857146,44.0,0.0198191955326961,0.0010586891043717,13.28478712940084,1.4647228258702545,3.8893270970103626,34.64459609985352,0.0244689732789993,34.58795166015625,34.67852783203125,0.9449132245018116,0.0035330154751791,0.9548158776317118,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S9,139,2085.0,30,2,0.7702631578947369,77.89545609839426,0.0857084008682265,0.0482598454841656,21.62162162162162,30.0,0.014517260867552,0.038728638704276,18.87734075728751,4.872844766026038,4.560509263710164,34.599308013916016,0.0286426581442356,34.537322998046875,34.63861083984375,0.9260172024728296,0.0148590160228061,0.984384119410302,1,Target,1,Target,0.6,60.0,Correct,Extra Trees
S3,345,5175.0,30,3,1.1324,52.9848110208407,0.1038082022633224,0.1215825354447343,70.83333333333334,28.0,0.0179398457202638,0.0289038267945526,18.72716671765146,3.256398870448788,2.4582929511598826,33.188602447509766,0.0253284964710474,33.13861083984375,33.2998046875,0.915739128689766,0.0062621093175201,0.9399542898422046,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S2,288,4320.0,30,4,0.8961904761904762,66.9500531349628,0.0861171090003899,0.0812603996484167,50.0,44.0,0.0333197109468607,0.0098699404250226,16.429962195736195,1.92035826894926,1.2440814363537185,31.32079315185547,0.0258737634867429,31.2972412109375,31.44744873046875,0.9616277233736338,0.0042657052629091,0.9736975455865832,0,Not Target,0,Not Target,0.013333333333333334,98.66666666666667,Correct,Extra Trees
S2,34,510.0,30,1,0.8276326530612246,72.49593135079152,0.0540507329788538,0.0553071745203221,44.11764705882353,42.0,0.0230586945692373,0.0696436515996663,22.636247238808263,2.586376389295803,1.4864664774877503,28.70145606994629,0.0256213881075382,28.66195678710937,28.776519775390625,0.9470949013708332,0.0047073374477684,0.966781281469002,0,Not Target,0,Not Target,0.013333333333333334,98.66666666666667,Correct,Extra Trees
S14,16,240.0,30,1,0.8379591836734693,71.60253287871409,0.0297615286090675,0.0270087354149631,5.88235294117647,42.0,0.0121191676572069,0.0015670878893729,14.375717880838636,2.8286219277832907,2.722742704440576,33.37430953979492,0.026454459875822,33.320892333984375,33.4779052734375,0.9414846991300312,0.0052607653351803,0.9635689650827008,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S13,162,2430.0,30,4,0.7634065934065933,78.59507701165971,0.0669013536945783,0.0507431348634275,28.94736842105264,48.0,0.0145817702312357,0.0024990578615613,13.28478712940084,1.4647228258702545,4.482426572842055,34.14643478393555,0.0279873721301555,34.072723388671875,34.177886962890625,0.930559338276293,0.0037134630847944,0.9423869844865757,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S9,253,3795.0,30,4,0.8093253968253967,74.13581760235353,0.0371514685639223,0.0242003300943682,5.714285714285714,52.0,0.0125721417632286,0.0034086282913228,14.185980461691228,1.3863353321185694,1.7319112473924467,34.96417999267578,0.0374135635793209,34.8878173828125,35.001922607421875,0.9424046822304512,0.0062747842891433,0.9638520173965704,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S4,55,825.0,30,1,1.0522448979591836,57.02094647013189,0.0694568372486018,0.0719520500449357,59.25925925925925,43.0,0.0272682156546149,0.0011237484336005,18.72130179536333,1.2677074827298502,1.065000658565058,32.77755355834961,0.0133863920345902,32.740936279296875,32.800811767578125,0.9686173182307116,0.0034497883532787,0.9826658447844973,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S2,327,4905.0,30,3,0.8946428571428572,67.06586826347305,0.0584470974426732,0.044008348002141,22.58064516129032,46.0,0.0279874340376288,0.010786135760906,21.323073985627275,0.9916581675962935,1.9066523525625263,31.92302703857422,0.0345571897923946,31.8758544921875,32.0374755859375,0.9254427341514684,0.0026052460120659,0.9360682467601094,0,Not Target,0,Not Target,0.03333333333333333,96.66666666666667,Correct,Extra Trees
S16,341,5115.0,30,4,0.7837451737451737,76.55549534459826,0.098373594520037,0.0709076241067389,25.0,43.0,0.0169873114280376,0.0061744512273773,13.28478712940084,1.4647228258702545,5.146301039272207,34.495849609375,0.029271975159645,34.433135986328125,34.548065185546875,0.9305050818092352,0.0040925635550822,0.9447869800066604,0,Not Target,0,Not Target,0.03333333333333333,96.66666666666667,Correct,Extra Trees
S5,67,1005.0,30,1,0.9848571428571428,60.92254134029591,0.0580926000100911,0.0309434116093675,6.896551724137931,45.0,0.0161414063860359,0.0062147900553328,16.0772442229848,0.9187543307979392,2.525217540532874,34.740482330322266,0.0293373875319957,34.66009521484375,34.76922607421875,0.9240871505661056,0.0032464189574447,0.9369280117954027,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S9,274,4110.0,30,3,0.7257142857142858,82.6771653543307,0.0239373856162549,0.0101712186668056,0.0,25.0,0.01916245632597,0.0297499674907744,18.22121580675947,1.2099500718795275,3.1722333985995115,34.80695724487305,0.0252117328345775,34.747711181640625,34.84466552734375,0.923922730706396,0.0033791742092708,0.9347794560391856,0,Not Target,0,Not Target,0.19333333333333333,80.66666666666666,Correct,Extra Trees
S7,232,3480.0,30,2,0.5765546218487395,104.06646261477918,0.0891150031897963,0.0789220747164633,18.0,15.0,0.0596144527218693,0.088717419951652,16.413950504516905,4.004438765998764,4.14970209486243,34.92491149902344,0.0501908436417579,34.82159423828125,35.023529052734375,0.922502461749524,0.0173836935374362,0.9970306305292446,1,Target,1,Target,0.96,96.0,Correct,Extra Trees
S9,247,3705.0,30,4,0.8515546218487394,70.4593674446144,0.0736102891081967,0.0400895719433664,12.12121212121212,49.0,0.0155804289204953,0.0030308525937479,13.28478712940084,1.4647228258702545,2.4905223050803773,34.960628509521484,0.0324517861008644,34.87237548828125,35.0142822265625,0.9428515707052608,0.0063133313775539,0.963188002796266,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S14,304,4560.0,30,3,0.7064459930313589,84.93218249075215,0.0460579957728757,0.0207425914977086,5.0,41.0,0.0121529394541005,0.0031124007791724,20.83125444079856,3.0149247648664668,3.8620330359949095,34.12864685058594,0.0279212929308414,34.06658935546875,34.168731689453125,0.917188447368284,0.0037687254059029,0.9286993644549556,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S7,15,225.0,30,1,0.7852123552123552,76.41245021389585,0.0698104139943699,0.040827606151185,25.0,37.0,0.0222956544874909,0.0373818117928479,15.985622181646225,0.4206358733991478,2.06673991907358,34.34715270996094,0.0378723889589309,34.2618408203125,34.397918701171875,0.9204503935145052,0.0043123393541688,0.9393417666284324,0,Not Target,0,Not Target,0.05333333333333334,94.66666666666667,Correct,Extra Trees
S17,249,3735.0,30,2,0.6025947521865889,99.5694034544487,0.0502491018207437,0.041041396887818,16.666666666666664,42.0,0.009880442992236,0.0215502234880411,15.256686902196371,3.823674064986408,2.17489332790342,34.34252166748047,0.0422176867723465,34.2435302734375,34.47296142578125,0.9405394331162628,0.0156200135912132,0.9995023335916334,1,Target,1,Target,0.9066666666666666,90.66666666666666,Correct,Extra Trees
S17,10,150.0,30,1,0.955,62.82722513089006,0.112585099567467,0.0938184420589735,55.172413793103445,43.0,0.0110759026484572,0.0072735522710327,18.09816096640515,1.1867723346913597,2.1503308316210754,32.92012405395508,0.02604834549129,32.8577880859375,32.974822998046875,0.9697466533513092,0.0043659581651093,0.9865626638089904,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S14,39,585.0,30,1,0.8216666666666668,73.02231237322515,0.0315590981554422,0.0291812472232489,17.142857142857142,44.0,0.0103429061476764,0.0031579459890769,14.405986549306087,1.9725043974499248,3.814222723392011,33.64327621459961,0.0219084471464157,33.591339111328125,33.679168701171875,0.9398690861152263,0.0075554046453275,0.9668270738997644,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S11,52,780.0,30,1,0.7825482625482626,76.67258732978092,0.0547786052538099,0.0414641336146944,22.22222222222222,45.0,0.0090648657224178,0.004053553948698,17.578417763963014,2.2755089835108127,2.539186555900414,34.49824905395508,0.0224452093243598,34.433135986328125,34.534271240234375,0.9154643068047368,0.0060680433448723,0.9404183602738752,0,Not Target,0,Not Target,0.18,82.0,Correct,Extra Trees
S11,320,4800.0,30,4,0.6660714285714285,90.0804289544236,0.1123144464604662,0.0503575257401621,27.906976744186046,29.0,0.0130745914701724,0.0094740443787561,13.28478712940084,1.4647228258702545,10.905262182163428,35.04512023925781,0.0347147025167942,34.961822509765625,35.14410400390625,0.9199573496479498,0.0090847755379536,0.9723025118804304,0,Not Target,0,Not Target,0.08666666666666667,91.33333333333333,Correct,Extra Trees
S17,173,2595.0,30,4,0.983399014778325,61.01287381656064,0.1092409630884284,0.1043524388161602,60.71428571428571,41.0,0.0076848979642169,0.0095277912426173,13.28478712940084,1.4647228258702545,3.329947423158768,33.52220916748047,0.0197333134710788,33.47186279296875,33.54443359375,0.965456992845699,0.0042338917837201,0.9777995414248668,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S16,48,720.0,30,1,0.8898701298701299,67.42556917688266,0.1002136516350241,0.0640710702331116,53.125,37.0,0.0191979695007621,0.0021614581747238,16.811074536194997,1.92736278778283,3.0293435001082325,33.865867614746094,0.0276819858700037,33.80657958984375,33.93267822265625,0.9141239180715544,0.0054440054058097,0.9396692790225264,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S17,248,3720.0,30,2,0.5852285714285714,102.52404432944392,0.0385521061633384,0.0267159928361176,8.16326530612245,49.0,0.0110346745599635,0.0219623542104737,16.83485105576959,4.364173706753109,2.4248924137028944,34.305362701416016,0.0320809371769428,34.228271484375,34.35968017578125,0.9404282995814796,0.0163985525925867,1.0088970963074175,1,Target,1,Target,0.8866666666666667,88.66666666666667,Correct,Extra Trees
S11,55,825.0,30,1,0.8186904761904761,73.28777083030393,0.047218090865221,0.0511967564570268,40.0,28.0,0.0166664917415176,0.0045403894338614,16.206707005692948,1.829254961144085,2.4315389698607315,34.5936393737793,0.0257952995598316,34.534271240234375,34.67547607421875,0.913914105976514,0.0053835885055446,0.931317309285798,0,Not Target,0,Not Target,0.02666666666666667,97.33333333333334,Correct,Extra Trees
S6,178,2670.0,30,2,0.7836293436293436,76.56681119432402,0.0662012620490939,0.0378833392441882,16.666666666666664,9.0,0.0692498189838895,0.1157860727165606,16.869722881716424,5.09898778911416,3.771632558463037,34.088623046875,0.0461550466716289,33.99810791015625,34.1763916015625,0.940374777700755,0.0067631830155489,0.9626648899197064,1,Target,1,Target,0.9066666666666666,90.66666666666666,Correct,Extra Trees
S17,135,2025.0,30,3,0.87109243697479,68.87902759019872,0.0957398420514329,0.0451678652851977,27.27272727272727,39.0,0.0083498573136904,0.0084344702090859,14.303560737140572,3.5408191244351395,5.717941330703521,33.50209426879883,0.022747378796339,33.45068359375,33.532318115234375,0.9233770571743334,0.0043156014595127,0.9389316029929736,0,Not Target,0,Not Target,0.04666666666666667,95.33333333333334,Correct,Extra Trees
S6,171,2565.0,30,2,0.7769884169884168,77.2212283840191,0.0804464468729847,0.0574559872962816,36.11111111111111,3.0,0.3674245223080541,0.1857956779527328,15.26469119900123,3.564137648673936,4.594865531339176,34.238712310791016,0.0347356051206588,34.15655517578125,34.31689453125,0.9384750238356586,0.0121567834696197,0.9895624969955812,1,Target,1,Target,0.94,94.0,Correct,Extra Trees
S3,152,2280.0,30,2,0.5796638655462185,103.5082632647144,0.0582588090809811,0.0226778683805536,4.0,43.0,0.01468141539665,0.0739739481945174,15.26469119900123,3.564137648673936,4.581481350129383,32.10941696166992,0.0228877458721399,32.07305908203125,32.1473388671875,0.9095881351792116,0.0196410435312909,0.9927904601569402,1,Target,1,Target,0.8333333333333334,83.33333333333334,Correct,Extra Trees
S8,224,3360.0,30,2,0.6560317460317461,91.45898862811516,0.0674776736861429,0.0448244359212542,18.181818181818183,40.0,0.0121182232656013,0.0089128220397284,13.243273764617856,2.000630245521645,4.351342985565243,34.96078872680664,0.0357128046452999,34.8662109375,34.99267578125,0.9183890153016876,0.0252946583299193,1.0320408108430763,1,Target,1,Target,0.8866666666666667,88.66666666666667,Correct,Extra Trees
S9,44,660.0,30,1,0.7494871794871795,80.05473828258638,0.044624567296385,0.0357616227641902,10.526315789473683,44.0,0.0182663260307076,0.0026442400797043,13.089508754628776,0.5694232338873751,1.801887086938964,33.94206619262695,0.0331907756626606,33.88861083984375,34.062042236328125,0.9456526217449076,0.0132393817193219,1.010505808064693,0,Not Target,0,Not Target,0.02666666666666667,97.33333333333334,Correct,Extra Trees
S7,72,1080.0,30,1,0.7927027027027027,75.69041936583703,0.0496561690314303,0.033552848624128,13.88888888888889,39.0,0.0251292135468012,0.0179434014869861,14.61634105209421,1.3187464307324788,1.968229997686197,34.54689025878906,0.0197579767554998,34.491363525390625,34.57415771484375,0.9214600335230336,0.0044753463386991,0.937439249395105,0,Not Target,0,Not Target,0.05333333333333334,94.66666666666667,Correct,Extra Trees
S14,309,4635.0,30,3,0.6691883116883117,89.66086070544854,0.0547751998445788,0.0195706161773336,2.3255813953488373,45.0,0.0118220962315734,0.0072055729269085,17.8467335481511,2.22013615723938,8.6781225904646,34.12213897705078,0.0245737023651599,34.069671630859375,34.1519775390625,0.9171868351260416,0.0166620325653995,1.1477632853868112,0,Not Target,0,Not Target,0.2733333333333333,72.66666666666667,Correct,Extra Trees
S9,251,3765.0,30,4,0.8181746031746031,73.33398001746048,0.0571954972958251,0.0326595656786905,14.285714285714285,49.0,0.0125612727587722,0.0056446865077453,13.28478712940084,1.4647228258702545,1.9726852519550973,34.96829605102539,0.0314250066876411,34.8878173828125,35.006561279296875,0.9420985088405543,0.0063162232948771,0.966298895092242,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S16,7,105.0,30,1,0.9127188940092164,65.73765525598304,0.092577861944816,0.063350337853262,36.66666666666666,44.0,0.018540299398421,0.0026349170939773,16.492139486866066,2.582669003216414,3.458914891721396,33.4315299987793,0.0336211174726486,33.37066650390625,33.50360107421875,0.9204796753101546,0.0057205427716915,0.9407018452889738,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S14,59,885.0,30,1,0.7517216117216117,79.81678199005945,0.0629989680640933,0.0225317534619676,5.263157894736842,34.0,0.015385282916051,0.0120206465947844,18.2687590601013,2.4257948810782564,3.216369319054385,33.72785186767578,0.0241336207836866,33.680694580078125,33.75347900390625,0.938207353191776,0.0082429981855692,0.9871128994993996,0,Not Target,0,Not Target,0.06666666666666667,93.33333333333333,Correct,Extra Trees
S7,321,4815.0,30,4,0.9691625615763546,61.9091186337298,0.1848407703539474,0.1462273380812642,60.71428571428571,33.0,0.0240764744963294,0.0349572827118308,13.28478712940084,1.4647228258702545,3.047456646478999,34.66912078857422,0.0317214913666248,34.604827880859375,34.72772216796875,0.932968748104402,0.0060005147660911,0.957121749846486,0,Not Target,0,Not Target,0.006666666666666667,99.33333333333333,Correct,Extra Trees
S15,160,2400.0,30,4,0.8378571428571429,71.61125319693095,0.064256607167091,0.0488918638175842,36.36363636363637,39.0,0.0165823207940157,0.003705216539859,13.28478712940084,1.4647228258702545,3.2057599117983444,33.984806060791016,0.0180786028504371,33.93572998046875,34.008758544921875,0.926028314099913,0.0061678199073056,0.951795041253413,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S2,31,465.0,30,1,0.772593984962406,77.66045447910076,0.0780002795072975,0.0614555027612333,32.432432432432435,24.0,0.0337710140292963,0.0345245864628195,23.9742691703782,1.8609769140096608,2.160008461168916,28.80227851867676,0.0418022610247135,28.73638916015625,28.885467529296875,0.9462667052349056,0.010693049277213,0.9716883102386334,0,Not Target,0,Not Target,0.2866666666666667,71.33333333333334,Correct,Extra Trees
S3,305,4575.0,30,4,1.110989010989011,54.00593471810089,0.1816854286299595,0.1686510707747489,64.0,30.0,0.0174583601420968,0.0063014716371698,13.28478712940084,1.4647228258702545,2.712432715724257,32.899658203125,0.0164047963917255,32.86077880859375,32.953765869140625,0.917108139733935,0.0038422001156903,0.932433801006726,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S5,382,5730.0,30,4,0.9413824884792624,63.73604856079891,0.0444428607720188,0.0310540454932461,16.666666666666664,31.0,0.0126229319787764,0.0370568732208456,13.28478712940084,1.4647228258702545,3.226516402738866,34.80402755737305,0.038381565362215,34.730804443359375,34.890869140625,0.9285954338474544,0.003017174528019,0.9371172049033484,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S4,241,3615.0,30,2,0.7549248120300752,79.47811363975897,0.0673030188409842,0.0430913804739739,18.91891891891892,7.0,0.0765813088719784,0.1382799668971646,22.30986118149156,4.715726232756313,1.670797083118302,33.17349624633789,0.0258838646113872,33.131103515625,33.22442626953125,0.9238981966756497,0.0183875007429819,1.0014045905918254,1,Target,1,Target,0.96,96.0,Correct,Extra Trees
S6,89,1335.0,30,1,0.7756015037593984,77.3593136542097,0.0974486338897992,0.0300688674520853,10.81081081081081,7.0,0.0693796913020292,0.021928611668936,15.508512999154767,2.791704566825003,5.728338025571927,33.82157516479492,0.0388780385255813,33.748931884765625,33.9007568359375,0.9492410607239812,0.0228555943618589,1.0381312054593768,0,Not Target,1,Target,0.58,57.99999999999999,Incorrect,Extra Trees
S8,160,2400.0,30,4,0.9189400921658988,65.29261320896644,0.1120938429386428,0.0761925594953272,46.66666666666666,38.0,0.0106782065451997,0.0021358493496063,13.28478712940084,1.4647228258702545,2.426027038696008,35.05109024047852,0.0233472343534231,34.98956298828125,35.09149169921875,0.9335613713815116,0.0037254077766904,0.9457648091861584,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S5,129,1935.0,30,3,0.844530612244898,71.04538205016674,0.0631833454303441,0.0229710920164316,2.941176470588235,5.0,0.0757361729524424,0.1400219580663904,15.867720804106314,3.640909596029552,2.9604429264322154,34.89094161987305,0.0368056483566761,34.810791015625,34.929412841796875,0.931650615289661,0.0047460799958265,0.9694548611578832,0,Not Target,0,Not Target,0.28,72.0,Correct,Extra Trees
S13,230,3450.0,30,2,0.5436772486772486,110.3595932071432,0.0477886840699028,0.019982664801481,9.433962264150944,5.0,0.1853765208264985,0.0733699396887735,15.26469119900123,3.564137648673936,8.445090037900604,34.58616638183594,0.0306204315274953,34.515869140625,34.63092041015625,0.9301208297342152,0.0332805613240851,1.1384981059593335,1,Target,1,Target,0.9866666666666667,98.66666666666667,Correct,Extra Trees
S9,235,3525.0,30,4,0.8232244897959186,72.88412910902869,0.0883470612083209,0.0497514832345088,26.47058823529412,49.0,0.0127049130319372,0.0068626818561384,13.28478712940084,1.4647228258702545,2.0844207228375105,34.91895294189453,0.0355765894055366,34.8431396484375,34.9664306640625,0.9432300221641357,0.0054422304216663,0.9662057193871886,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S14,252,3780.0,30,4,0.7730451127819549,77.61513397850509,0.028278753975019,0.0224013434314657,5.405405405405405,42.0,0.0114028230290416,0.0025749389205059,13.28478712940084,1.4647228258702545,3.4038463849601026,34.05890274047852,0.0289035346359014,34.002655029296875,34.09100341796875,0.9357384766857868,0.0044306577776388,0.9500244067553558,0,Not Target,0,Not Target,0.0,100.0,Correct,Extra Trees
S15,66,990.0,30,1,0.6895578231292516,87.01228234597741,0.0327281030650684,0.0182182990727737,0.0,35.0,0.0145546715440262,0.0017791730377831,16.667566555375906,1.672975132048394,5.254061083072623,33.79070281982422,0.0204359870404005,33.729217529296875,33.82025146484375,0.9139066567179572,0.0077209796897534,0.9521642524934786,0,Not Target,0,Not Target,0.04,96.0,Correct,Extra Trees
S11,35,525.0,30,1,0.7884555984555984,76.09813427354194,0.0299307181454944,0.0345147771435633,11.11111111111111,37.0,0.0121782727476098,0.0020242273120465,18.02975796432985,1.2176600015471373,2.338566609772825,34.28886032104492,0.0304563306272029,34.235870361328125,34.410186767578125,0.9141939194122908,0.0044098744446708,0.9295585794821676,0,Not Target,0,Not Target,0.02,98.0,Correct,Extra Trees
S3,53,795.0,30,1,1.146342857142857,52.34036189621653,0.1023549911713497,0.1111913684067395,66.66666666666666,34.0,0.0174387962474636,0.0175815169073911,15.53571049465848,2.518628738859828,1.899853203370781,30.84353446960449,0.056860726326704,30.77947998046875,30.96102905273437,0.9286433464908476,0.0052139298378118,0.973065797772614,0,Not Target,0,Not Target,0.013333333333333334,98.66666666666667,Correct,Extra Trees
S14,20,300.0,30,1,0.8256746031746032,72.66785216513674,0.0341758206704231,0.032305935513273,14.285714285714285,38.0,0.0167185023086013,0.0051981920572905,19.185416373895293,2.831347508716344,2.5707522457218763,33.43258285522461,0.0274415537714958,33.3797607421875,33.474884033203125,0.9413696743902096,0.0061272177509476,0.9664035557639448,0,Not Target,0,Not Target,0.02,98.0,Correct,Extra Trees
S15,53,795.0,30,1,0.7252142857142857,82.73416724120949,0.0619274824464545,0.0231132628578745,0.0,40.0,0.0150377500488644,0.0067785357965889,18.781596910376585,6.491146587625284,5.735658735795707,33.16024398803711,0.0280212871730327,33.095001220703125,33.2440185546875,0.9238746829572768,0.0100256161736747,0.9644770823015208,0,Not Target,0,Not Target,0.04666666666666667,95.33333333333334,Correct,Extra Trees
